56028 silly lifecycle is-primitive@2.0.0~preinstall: no script for preinstall, continuing
63892 info lifecycle through@2.3.8~install: through@2.3.8
63893 silly lifecycle through@2.3.8~install: no script for install, continuing
63894 silly install timers-browserify@2.0.4 /usr/lib/node_modules/.staging/timers-browserify-4b01ffc1
63895 info lifecycle timers-browserify@2.0.4~install: timers-browserify@2.0.4
63896 silly lifecycle timers-browserify@2.0.4~install: no script for install, continuing
63897 silly install tmp@0.0.33 /usr/lib/node_modules/.staging/tmp-5a426d3f
63898 info lifecycle tmp@0.0.33~install: tmp@0.0.33
63899 silly lifecycle tmp@0.0.33~install: no script for install, continuing
63900 silly install external-editor@2.0.5 /usr/lib/node_modules/.staging/external-editor-49efe969
63901 info lifecycle external-editor@2.0.5~install: external-editor@2.0.5
63902 silly lifecycle external-editor@2.0.5~install: no script for install, continuing
63903 silly install to-array@0.1.4 /usr/lib/node_modules/.staging/to-array-e1a1fa4d
63904 info lifecycle to-array@0.1.4~install: to-array@0.1.4
63905 silly lifecycle to-array@0.1.4~install: no script for install, continuing
63906 silly install to-arraybuffer@1.0.1 /usr/lib/node_modules/.staging/to-arraybuffer-5b496604
63907 info lifecycle to-arraybuffer@1.0.1~install: to-arraybuffer@1.0.1
63908 silly lifecycle to-arraybuffer@1.0.1~install: no script for install, continuing
63909 silly install to-fast-properties@1.0.3 /usr/lib/node_modules/.staging/to-fast-properties-769d2350
63910 info lifecycle to-fast-properties@1.0.3~install: to-fast-properties@1.0.3
63911 silly lifecycle to-fast-properties@1.0.3~install: no script for install, continuing
63912 silly install babel-types@6.26.0 /usr/lib/node_modules/.staging/babel-types-02104d31
63913 info lifecycle babel-types@6.26.0~install: babel-types@6.26.0
63914 silly lifecycle babel-types@6.26.0~install: no script for install, continuing
63915 silly install babel-traverse@6.26.0 /usr/lib/node_modules/.staging/babel-traverse-8cbf3200
63916 info lifecycle babel-traverse@6.26.0~install: babel-traverse@6.26.0
63917 silly lifecycle babel-traverse@6.26.0~install: no script for install, continuing
63918 silly install babel-template@6.26.0 /usr/lib/node_modules/.staging/babel-template-96a6fbd2
63919 info lifecycle babel-template@6.26.0~install: babel-template@6.26.0
63920 silly lifecycle babel-template@6.26.0~install: no script for install, continuing
63921 silly install babel-helpers@6.24.1 /usr/lib/node_modules/.staging/babel-helpers-f809462e
63922 info lifecycle babel-helpers@6.24.1~install: babel-helpers@6.24.1
63923 silly lifecycle babel-helpers@6.24.1~install: no script for install, continuing
63924 silly install to-object-path@0.3.0 /usr/lib/node_modules/.staging/to-object-path-49890d63
63925 info lifecycle to-object-path@0.3.0~install: to-object-path@0.3.0
63926 silly lifecycle to-object-path@0.3.0~install: no script for install, continuing
63927 silly install set-getter@0.1.0 /usr/lib/node_modules/.staging/set-getter-478618dd
63928 info lifecycle set-getter@0.1.0~install: set-getter@0.1.0
63929 silly lifecycle set-getter@0.1.0~install: no script for install, continuing
63930 silly install lazy-cache@2.0.2 /usr/lib/node_modules/.staging/lazy-cache-0d19ae05
63931 info lifecycle lazy-cache@2.0.2~install: lazy-cache@2.0.2
63932 silly lifecycle lazy-cache@2.0.2~install: no script for install, continuing
63933 silly install class-utils@0.3.5 /usr/lib/node_modules/.staging/class-utils-95f494fb
63934 info lifecycle class-utils@0.3.5~install: class-utils@0.3.5
63935 silly lifecycle class-utils@0.3.5~install: no script for install, continuing
63936 silly install is-number@3.0.0 /usr/lib/node_modules/.staging/is-number-732173e9
63937 info lifecycle is-number@3.0.0~install: is-number@3.0.0
63938 silly lifecycle is-number@3.0.0~install: no script for install, continuing
63939 silly install to-regex-range@2.1.1 /usr/lib/node_modules/.staging/to-regex-range-f121249c
63940 info lifecycle to-regex-range@2.1.1~install: to-regex-range@2.1.1
63941 silly lifecycle to-regex-range@2.1.1~install: no script for install, continuing
63942 silly install fill-range@4.0.0 /usr/lib/node_modules/.staging/fill-range-2130fe22
63943 info lifecycle fill-range@4.0.0~install: fill-range@4.0.0
63944 silly lifecycle fill-range@4.0.0~install: no script for install, continuing
63945 silly install kind-of@5.1.0 /usr/lib/node_modules/.staging/kind-of-71271137
63946 info lifecycle kind-of@5.1.0~install: kind-of@5.1.0
63947 silly lifecycle kind-of@5.1.0~install: no script for install, continuing
63948 silly install is-descriptor@0.1.6 /usr/lib/node_modules/.staging/is-descriptor-893ecbbd
63949 info lifecycle is-descriptor@0.1.6~install: is-descriptor@0.1.6
63950 silly lifecycle is-descriptor@0.1.6~install: no script for install, continuing
63951 silly install define-property@0.2.5 /usr/lib/node_modules/.staging/define-property-600a6a89
63952 info lifecycle define-property@0.2.5~install: define-property@0.2.5
63953 silly lifecycle define-property@0.2.5~install: no script for install, continuing
63954 silly install to-regex@3.0.1 /usr/lib/node_modules/.staging/to-regex-71cf8924
63955 info lifecycle to-regex@3.0.1~install: to-regex@3.0.1
63956 silly lifecycle to-regex@3.0.1~install: no script for install, continuing
63957 silly install hoek@4.2.0 /usr/lib/node_modules/.staging/hoek-ef584500
63958 info lifecycle hoek@4.2.0~install: hoek@4.2.0
63959 silly lifecycle hoek@4.2.0~install: no script for install, continuing
63960 silly install topo@2.0.2 /usr/lib/node_modules/.staging/topo-9b309501
63961 info lifecycle topo@2.0.2~install: topo@2.0.2
63962 silly lifecycle topo@2.0.2~install: no script for install, continuing
63963 silly install joi@10.6.0 /usr/lib/node_modules/.staging/joi-83bb2314
63964 info lifecycle joi@10.6.0~install: joi@10.6.0
63965 silly lifecycle joi@10.6.0~install: no script for install, continuing
63966 silly install tough-cookie@2.3.3 /usr/lib/node_modules/.staging/tough-cookie-5bd3d972
63967 info lifecycle tough-cookie@2.3.3~install: tough-cookie@2.3.3
63968 silly lifecycle tough-cookie@2.3.3~install: no script for install, continuing
63969 silly install trim-right@1.0.1 /usr/lib/node_modules/.staging/trim-right-bb8a8b04
63970 info lifecycle trim-right@1.0.1~install: trim-right@1.0.1
63971 silly lifecycle trim-right@1.0.1~install: no script for install, continuing
63972 silly install babel-generator@6.26.0 /usr/lib/node_modules/.staging/babel-generator-50cdbdda
63973 info lifecycle babel-generator@6.26.0~install: babel-generator@6.26.0
63974 silly lifecycle babel-generator@6.26.0~install: no script for install, continuing
63975 silly install babel-core@6.26.0 /usr/lib/node_modules/.staging/babel-core-09b57f6e
63976 info lifecycle babel-core@6.26.0~install: babel-core@6.26.0
63977 silly lifecycle babel-core@6.26.0~install: no script for install, continuing
63978 silly install babel-register@6.26.0 /usr/lib/node_modules/.staging/babel-register-a41102b3
63979 info lifecycle babel-register@6.26.0~install: babel-register@6.26.0
63980 silly lifecycle babel-register@6.26.0~install: no script for install, continuing
63981 silly install tty-browserify@0.0.0 /usr/lib/node_modules/.staging/tty-browserify-6c22c686
63982 info lifecycle tty-browserify@0.0.0~install: tty-browserify@0.0.0
63983 silly lifecycle tty-browserify@0.0.0~install: no script for install, continuing
63984 silly install tunnel-agent@0.6.0 /usr/lib/node_modules/.staging/tunnel-agent-cc763f46
63985 info lifecycle tunnel-agent@0.6.0~install: tunnel-agent@0.6.0
63986 silly lifecycle tunnel-agent@0.6.0~install: no script for install, continuing
63987 silly install tweetnacl@0.14.5 /usr/lib/node_modules/.staging/tweetnacl-8d809072
63988 info lifecycle tweetnacl@0.14.5~install: tweetnacl@0.14.5
63989 silly lifecycle tweetnacl@0.14.5~install: no script for install, continuing
63990 silly install bcrypt-pbkdf@1.0.1 /usr/lib/node_modules/.staging/bcrypt-pbkdf-d02c7f59
63991 info lifecycle bcrypt-pbkdf@1.0.1~install: bcrypt-pbkdf@1.0.1
63992 silly lifecycle bcrypt-pbkdf@1.0.1~install: no script for install, continuing
63993 silly install sshpk@1.13.1 /usr/lib/node_modules/.staging/sshpk-b93081aa
63994 info lifecycle sshpk@1.13.1~install: sshpk@1.13.1
63995 silly lifecycle sshpk@1.13.1~install: no script for install, continuing
63996 silly install ua-parser-js@0.7.12 /usr/lib/node_modules/.staging/ua-parser-js-d8ec18c2
63997 info lifecycle ua-parser-js@0.7.12~install: ua-parser-js@0.7.12
63998 silly lifecycle ua-parser-js@0.7.12~install: no script for install, continuing
63999 silly install window-size@0.1.0 /usr/lib/node_modules/.staging/window-size-ea4705ea
64000 info lifecycle window-size@0.1.0~install: window-size@0.1.0
64001 silly lifecycle window-size@0.1.0~install: no script for install, continuing
64002 silly install uglify-to-browserify@1.0.2 /usr/lib/node_modules/.staging/uglify-to-browserify-7e832df3
64003 info lifecycle uglify-to-browserify@1.0.2~install: uglify-to-browserify@1.0.2
64004 silly lifecycle uglify-to-browserify@1.0.2~install: no script for install, continuing
64005 silly install ultron@1.0.2 /usr/lib/node_modules/.staging/ultron-4db6f890
64006 info lifecycle ultron@1.0.2~install: ultron@1.0.2
64007 silly lifecycle ultron@1.0.2~install: no script for install, continuing
64008 silly install underscore@1.7.0 /usr/lib/node_modules/.staging/underscore-3fd987f6
64009 info lifecycle underscore@1.7.0~install: underscore@1.7.0
64010 silly lifecycle underscore@1.7.0~install: no script for install, continuing
64011 silly install set-value@0.4.3 /usr/lib/node_modules/.staging/set-value-7504b91d
64012 info lifecycle set-value@0.4.3~install: set-value@0.4.3
64013 silly lifecycle set-value@0.4.3~install: no script for install, continuing
64014 silly install union-value@1.0.0 /usr/lib/node_modules/.staging/union-value-663670a0
64015 info lifecycle union-value@1.0.0~install: union-value@1.0.0
64016 silly lifecycle union-value@1.0.0~install: no script for install, continuing
64017 silly install async@1.2.1 /usr/lib/node_modules/.staging/async-5907c6c8
64018 info lifecycle async@1.2.1~install: async@1.2.1
64019 silly lifecycle async@1.2.1~install: no script for install, continuing
64020 silly install universalify@0.1.1 /usr/lib/node_modules/.staging/universalify-35c3821f
64021 info lifecycle universalify@0.1.1~install: universalify@0.1.1
64022 silly lifecycle universalify@0.1.1~install: no script for install, continuing
64023 silly install fs-extra@3.0.1 /usr/lib/node_modules/.staging/fs-extra-03dc20dc
64024 info lifecycle fs-extra@3.0.1~install: fs-extra@3.0.1
64025 silly lifecycle fs-extra@3.0.1~install: no script for install, continuing
64026 silly install unpipe@1.0.0 /usr/lib/node_modules/.staging/unpipe-095dcde4
64027 info lifecycle unpipe@1.0.0~install: unpipe@1.0.0
64028 silly lifecycle unpipe@1.0.0~install: no script for install, continuing
64029 silly install finalhandler@0.5.0 /usr/lib/node_modules/.staging/finalhandler-2534375a
64030 info lifecycle finalhandler@0.5.0~install: finalhandler@0.5.0
64031 silly lifecycle finalhandler@0.5.0~install: no script for install, continuing
64032 silly install isobject@2.1.0 /usr/lib/node_modules/.staging/isobject-e74bd505
64033 info lifecycle isobject@2.1.0~install: isobject@2.1.0
64034 silly lifecycle isobject@2.1.0~install: no script for install, continuing
64035 silly install has-values@0.1.4 /usr/lib/node_modules/.staging/has-values-71a2b6d4
64036 info lifecycle has-values@0.1.4~install: has-values@0.1.4
64037 silly lifecycle has-values@0.1.4~install: no script for install, continuing
64038 silly install has-value@0.3.1 /usr/lib/node_modules/.staging/has-value-bccf945f
64039 info lifecycle has-value@0.3.1~install: has-value@0.3.1
64040 silly lifecycle has-value@0.3.1~install: no script for install, continuing
64041 silly install isobject@3.0.1 /usr/lib/node_modules/.staging/isobject-8f218e80
64042 info lifecycle isobject@3.0.1~install: isobject@3.0.1
64043 silly lifecycle isobject@3.0.1~install: no script for install, continuing
64044 silly install unset-value@1.0.0 /usr/lib/node_modules/.staging/unset-value-dd8dd6a8
64045 info lifecycle unset-value@1.0.0~install: unset-value@1.0.0
64046 silly lifecycle unset-value@1.0.0~install: no script for install, continuing
64047 silly install cache-base@1.0.1 /usr/lib/node_modules/.staging/cache-base-d65da256
64048 info lifecycle cache-base@1.0.1~install: cache-base@1.0.1
64049 silly lifecycle cache-base@1.0.1~install: no script for install, continuing
64050 silly install base@0.11.2 /usr/lib/node_modules/.staging/base-bf17036f
64051 info lifecycle base@0.11.2~install: base@0.11.2
64052 silly lifecycle base@0.11.2~install: no script for install, continuing
64053 silly install urix@0.1.0 /usr/lib/node_modules/.staging/urix-708dfdea
64054 info lifecycle urix@0.1.0~install: urix@0.1.0
64055 silly lifecycle urix@0.1.0~install: no script for install, continuing
64056 silly install source-map-resolve@0.5.1 /usr/lib/node_modules/.staging/source-map-resolve-39138191
64057 info lifecycle source-map-resolve@0.5.1~install: source-map-resolve@0.5.1
64058 silly lifecycle source-map-resolve@0.5.1~install: no script for install, continuing
64059 silly install punycode@1.3.2 /usr/lib/node_modules/.staging/punycode-f6493de5
64060 info lifecycle punycode@1.3.2~install: punycode@1.3.2
64061 silly lifecycle punycode@1.3.2~install: no script for install, continuing
64062 silly install url@0.11.0 /usr/lib/node_modules/.staging/url-1ac1d6d2
64063 info lifecycle url@0.11.0~install: url@0.11.0
64064 silly lifecycle url@0.11.0~install: no script for install, continuing
64065 silly install isobject@3.0.1 /usr/lib/node_modules/.staging/isobject-7e1f0fa2
64066 info lifecycle isobject@3.0.1~install: isobject@3.0.1
64067 silly lifecycle isobject@3.0.1~install: no script for install, continuing
64068 silly install kind-of@5.1.0 /usr/lib/node_modules/.staging/kind-of-5ba20265
64069 info lifecycle kind-of@5.1.0~install: kind-of@5.1.0
64070 silly lifecycle kind-of@5.1.0~install: no script for install, continuing
64071 silly install is-descriptor@0.1.6 /usr/lib/node_modules/.staging/is-descriptor-66510e7e
64072 info lifecycle is-descriptor@0.1.6~install: is-descriptor@0.1.6
64073 silly lifecycle is-descriptor@0.1.6~install: no script for install, continuing
64074 silly install define-property@0.2.5 /usr/lib/node_modules/.staging/define-property-c9597a30
64075 info lifecycle define-property@0.2.5~install: define-property@0.2.5
64076 silly lifecycle define-property@0.2.5~install: no script for install, continuing
64077 silly install use@2.0.2 /usr/lib/node_modules/.staging/use-0586e21b
64078 info lifecycle use@2.0.2~install: use@2.0.2
64079 silly lifecycle use@2.0.2~install: no script for install, continuing
64080 silly install snapdragon@0.8.1 /usr/lib/node_modules/.staging/snapdragon-38935242
64081 info lifecycle snapdragon@0.8.1~install: snapdragon@0.8.1
64082 silly lifecycle snapdragon@0.8.1~install: no script for install, continuing
64083 silly install braces@2.3.0 /usr/lib/node_modules/.staging/braces-860fd664
64084 info lifecycle braces@2.3.0~install: braces@2.3.0
64085 silly lifecycle braces@2.3.0~install: no script for install, continuing
64086 silly install expand-brackets@2.1.4 /usr/lib/node_modules/.staging/expand-brackets-db8fa73e
64087 info lifecycle expand-brackets@2.1.4~install: expand-brackets@2.1.4
64088 silly lifecycle expand-brackets@2.1.4~install: no script for install, continuing
64089 silly install extglob@2.0.2 /usr/lib/node_modules/.staging/extglob-440ef5d8
64090 info lifecycle extglob@2.0.2~install: extglob@2.0.2
64091 silly lifecycle extglob@2.0.2~install: no script for install, continuing
64092 silly install nanomatch@1.2.5 /usr/lib/node_modules/.staging/nanomatch-676a8bc0
64093 info lifecycle nanomatch@1.2.5~install: nanomatch@1.2.5
64094 silly lifecycle nanomatch@1.2.5~install: no script for install, continuing
64095 silly install micromatch@3.1.4 /usr/lib/node_modules/.staging/micromatch-e265d504
64096 info lifecycle micromatch@3.1.4~install: micromatch@3.1.4
64097 silly lifecycle micromatch@3.1.4~install: no script for install, continuing
64098 silly install util-deprecate@1.0.2 /usr/lib/node_modules/.staging/util-deprecate-90a07aa0
64099 info lifecycle util-deprecate@1.0.2~install: util-deprecate@1.0.2
64100 silly lifecycle util-deprecate@1.0.2~install: no script for install, continuing
64101 silly install readable-stream@2.3.3 /usr/lib/node_modules/.staging/readable-stream-1809fa06
64102 info lifecycle readable-stream@2.3.3~install: readable-stream@2.3.3
64103 silly lifecycle readable-stream@2.3.3~install: no script for install, continuing
64104 silly install memory-fs@0.4.1 /usr/lib/node_modules/.staging/memory-fs-4341e892
64105 info lifecycle memory-fs@0.4.1~install: memory-fs@0.4.1
64106 silly lifecycle memory-fs@0.4.1~install: no script for install, continuing
64107 silly install enhanced-resolve@3.4.1 /usr/lib/node_modules/.staging/enhanced-resolve-d7843dfc
64108 info lifecycle enhanced-resolve@3.4.1~install: enhanced-resolve@3.4.1
64109 silly lifecycle enhanced-resolve@3.4.1~install: no script for install, continuing
64110 silly install readdirp@2.1.0 /usr/lib/node_modules/.staging/readdirp-898ad511
64111 info lifecycle readdirp@2.1.0~install: readdirp@2.1.0
64112 silly lifecycle readdirp@2.1.0~install: no script for install, continuing
64113 silly install chokidar@1.7.0 /usr/lib/node_modules/.staging/chokidar-628c80dc
64114 info lifecycle chokidar@1.7.0~install: chokidar@1.7.0
64115 silly lifecycle chokidar@1.7.0~install: no script for install, continuing
64116 silly install stream-browserify@2.0.1 /usr/lib/node_modules/.staging/stream-browserify-13eed477
64117 info lifecycle stream-browserify@2.0.1~install: stream-browserify@2.0.1
64118 silly lifecycle stream-browserify@2.0.1~install: no script for install, continuing
64119 silly install underscore.string@3.3.4 /usr/lib/node_modules/.staging/underscore.string-c2deec13
64120 info lifecycle underscore.string@3.3.4~install: underscore.string@3.3.4
64121 silly lifecycle underscore.string@3.3.4~install: no script for install, continuing
64122 silly install inherits@2.0.1 /usr/lib/node_modules/.staging/inherits-1e19a33e
64123 info lifecycle inherits@2.0.1~install: inherits@2.0.1
64124 silly lifecycle inherits@2.0.1~install: no script for install, continuing
64125 silly install util@0.10.3 /usr/lib/node_modules/.staging/util-4bcec55a
64126 info lifecycle util@0.10.3~install: util@0.10.3
64127 silly lifecycle util@0.10.3~install: no script for install, continuing
64128 silly install assert@1.4.1 /usr/lib/node_modules/.staging/assert-bf49cf4e
64129 info lifecycle assert@1.4.1~install: assert@1.4.1
64130 silly lifecycle assert@1.4.1~install: no script for install, continuing
64131 silly install utils-merge@1.0.0 /usr/lib/node_modules/.staging/utils-merge-ae5fe3e7
64132 info lifecycle utils-merge@1.0.0~install: utils-merge@1.0.0
64133 silly lifecycle utils-merge@1.0.0~install: no script for install, continuing
64134 silly install connect@3.5.0 /usr/lib/node_modules/.staging/connect-8da577fd
64135 info lifecycle connect@3.5.0~install: connect@3.5.0
64136 silly lifecycle connect@3.5.0~install: no script for install, continuing
64137 silly install uuid@3.1.0 /usr/lib/node_modules/.staging/uuid-cdde6da5
64138 info lifecycle uuid@3.1.0~install: uuid@3.1.0
64139 silly lifecycle uuid@3.1.0~install: no script for install, continuing
64140 silly install validate-npm-package-license@3.0.1 /usr/lib/node_modules/.staging/validate-npm-package-license-a07d3ccb
64141 info lifecycle validate-npm-package-license@3.0.1~install: validate-npm-package-license@3.0.1
64142 silly lifecycle validate-npm-package-license@3.0.1~install: no script for install, continuing
64143 silly install normalize-package-data@2.4.0 /usr/lib/node_modules/.staging/normalize-package-data-9ecd61eb
64144 info lifecycle normalize-package-data@2.4.0~install: normalize-package-data@2.4.0
64145 silly lifecycle normalize-package-data@2.4.0~install: no script for install, continuing
64146 silly install read-pkg@1.1.0 /usr/lib/node_modules/.staging/read-pkg-9e6720e0
64147 info lifecycle read-pkg@1.1.0~install: read-pkg@1.1.0
64148 silly lifecycle read-pkg@1.1.0~install: no script for install, continuing
64149 silly install read-pkg-up@1.0.1 /usr/lib/node_modules/.staging/read-pkg-up-6205807a
64150 info lifecycle read-pkg-up@1.0.1~install: read-pkg-up@1.0.1
64151 silly lifecycle read-pkg-up@1.0.1~install: no script for install, continuing
64152 silly install assert-plus@1.0.0 /usr/lib/node_modules/.staging/assert-plus-27529906
64153 info lifecycle assert-plus@1.0.0~install: assert-plus@1.0.0
64154 silly lifecycle assert-plus@1.0.0~install: no script for install, continuing
64155 silly install verror@1.10.0 /usr/lib/node_modules/.staging/verror-780eb052
64156 info lifecycle verror@1.10.0~install: verror@1.10.0
64157 silly lifecycle verror@1.10.0~install: no script for install, continuing
64158 silly install jsprim@1.4.1 /usr/lib/node_modules/.staging/jsprim-7485acb8
64159 info lifecycle jsprim@1.4.1~install: jsprim@1.4.1
64160 silly lifecycle jsprim@1.4.1~install: no script for install, continuing
64161 silly install http-signature@1.1.1 /usr/lib/node_modules/.staging/http-signature-01f08bec
64162 info lifecycle http-signature@1.1.1~install: http-signature@1.1.1
64163 silly lifecycle http-signature@1.1.1~install: no script for install, continuing
64164 silly install request@2.81.0 /usr/lib/node_modules/.staging/request-186d77f7
64165 info lifecycle request@2.81.0~install: request@2.81.0
64166 silly lifecycle request@2.81.0~install: no script for install, continuing
64167 silly install vm-browserify@0.0.4 /usr/lib/node_modules/.staging/vm-browserify-114fa952
64168 info lifecycle vm-browserify@0.0.4~install: vm-browserify@0.0.4
64169 silly lifecycle vm-browserify@0.0.4~install: no script for install, continuing
64170 silly install async@2.6.0 /usr/lib/node_modules/.staging/async-94549373
64171 info lifecycle async@2.6.0~install: async@2.6.0
64172 silly lifecycle async@2.6.0~install: no script for install, continuing
64173 silly install watchpack@1.4.0 /usr/lib/node_modules/.staging/watchpack-6081a283
64174 info lifecycle watchpack@1.4.0~install: watchpack@1.4.0
64175 silly lifecycle watchpack@1.4.0~install: no script for install, continuing
64176 silly install source-map@0.6.1 /usr/lib/node_modules/.staging/source-map-d3e52ba0
64177 info lifecycle source-map@0.6.1~install: source-map@0.6.1
64178 silly lifecycle source-map@0.6.1~install: no script for install, continuing
64179 silly install webpack-sources@1.0.2 /usr/lib/node_modules/.staging/webpack-sources-60a61416
64180 info lifecycle webpack-sources@1.0.2~install: webpack-sources@1.0.2
64181 silly lifecycle webpack-sources@1.0.2~install: no script for install, continuing
64182 silly install acorn@5.2.1 /usr/lib/node_modules/.staging/acorn-55d89a0a
64183 info lifecycle acorn@5.2.1~install: acorn@5.2.1
64184 silly lifecycle acorn@5.2.1~install: no script for install, continuing
64185 silly install ajv@5.3.0 /usr/lib/node_modules/.staging/ajv-b452d216
64186 info lifecycle ajv@5.3.0~install: ajv@5.3.0
64187 silly lifecycle ajv@5.3.0~install: no script for install, continuing
64188 silly install async@2.6.0 /usr/lib/node_modules/.staging/async-3fb397bd
64189 info lifecycle async@2.6.0~install: async@2.6.0
64190 silly lifecycle async@2.6.0~install: no script for install, continuing
64191 silly install camelcase@4.1.0 /usr/lib/node_modules/.staging/camelcase-f6d688ee
64192 info lifecycle camelcase@4.1.0~install: camelcase@4.1.0
64193 silly lifecycle camelcase@4.1.0~install: no script for install, continuing
64194 silly install pify@2.3.0 /usr/lib/node_modules/.staging/pify-ae74cfed
64195 info lifecycle pify@2.3.0~install: pify@2.3.0
64196 silly lifecycle pify@2.3.0~install: no script for install, continuing
64197 silly install path-type@2.0.0 /usr/lib/node_modules/.staging/path-type-208684cb
64198 info lifecycle path-type@2.0.0~install: path-type@2.0.0
64199 silly lifecycle path-type@2.0.0~install: no script for install, continuing
64200 silly install strip-bom@3.0.0 /usr/lib/node_modules/.staging/strip-bom-96703bff
64201 info lifecycle strip-bom@3.0.0~install: strip-bom@3.0.0
64202 silly lifecycle strip-bom@3.0.0~install: no script for install, continuing
64203 silly install load-json-file@2.0.0 /usr/lib/node_modules/.staging/load-json-file-77dfc2e1
64204 info lifecycle load-json-file@2.0.0~install: load-json-file@2.0.0
64205 silly lifecycle load-json-file@2.0.0~install: no script for install, continuing
64206 silly install read-pkg@2.0.0 /usr/lib/node_modules/.staging/read-pkg-0c659e08
64207 info lifecycle read-pkg@2.0.0~install: read-pkg@2.0.0
64208 silly lifecycle read-pkg@2.0.0~install: no script for install, continuing
64209 silly install read-pkg-up@2.0.0 /usr/lib/node_modules/.staging/read-pkg-up-b8467b60
64210 info lifecycle read-pkg-up@2.0.0~install: read-pkg-up@2.0.0
64211 silly lifecycle read-pkg-up@2.0.0~install: no script for install, continuing
64212 silly install which-module@2.0.0 /usr/lib/node_modules/.staging/which-module-b89c0e80
64213 info lifecycle which-module@2.0.0~install: which-module@2.0.0
64214 silly lifecycle which-module@2.0.0~install: no script for install, continuing
64215 silly install yargs-parser@7.0.0 /usr/lib/node_modules/.staging/yargs-parser-2441d361
64216 info lifecycle yargs-parser@7.0.0~install: yargs-parser@7.0.0
64217 silly lifecycle yargs-parser@7.0.0~install: no script for install, continuing
64218 silly install weinre@2.0.0-pre-I0Z7U9OV /usr/lib/node_modules/.staging/weinre-7a26c4b5
64219 info lifecycle weinre@2.0.0-pre-I0Z7U9OV~install: weinre@2.0.0-pre-I0Z7U9OV
64220 silly lifecycle weinre@2.0.0-pre-I0Z7U9OV~install: no script for install, continuing
64221 silly install browser-sync-ui@0.6.3 /usr/lib/node_modules/.staging/browser-sync-ui-635df078
64222 info lifecycle browser-sync-ui@0.6.3~install: browser-sync-ui@0.6.3
64223 silly lifecycle browser-sync-ui@0.6.3~install: no script for install, continuing
64224 silly install when@3.7.8 /usr/lib/node_modules/.staging/when-098a87b6
64225 info lifecycle when@3.7.8~install: when@3.7.8
64226 silly lifecycle when@3.7.8~install: no script for install, continuing
64227 silly install reshape-plugin-util@0.2.1 /usr/lib/node_modules/.staging/reshape-plugin-util-3e731ccc
64228 info lifecycle reshape-plugin-util@0.2.1~install: reshape-plugin-util@0.2.1
64229 silly lifecycle reshape-plugin-util@0.2.1~install: no script for install, continuing
64230 silly install reshape-include@1.0.0 /usr/lib/node_modules/.staging/reshape-include-7bde836f
64231 info lifecycle reshape-include@1.0.0~install: reshape-include@1.0.0
64232 silly lifecycle reshape-include@1.0.0~install: no script for install, continuing
64233 silly install which@1.3.0 /usr/lib/node_modules/.staging/which-365e0550
64234 info lifecycle which@1.3.0~install: which@1.3.0
64235 silly lifecycle which@1.3.0~install: no script for install, continuing
64236 silly install which-module@1.0.0 /usr/lib/node_modules/.staging/which-module-39c4b74d
64237 info lifecycle which-module@1.0.0~install: which-module@1.0.0
64238 silly lifecycle which-module@1.0.0~install: no script for install, continuing
64239 silly install window-size@0.1.4 /usr/lib/node_modules/.staging/window-size-ca63101e
64240 info lifecycle window-size@0.1.4~install: window-size@0.1.4
64241 silly lifecycle window-size@0.1.4~install: no script for install, continuing
64242 silly install with@5.1.1 /usr/lib/node_modules/.staging/with-a00963d1
64243 info lifecycle with@5.1.1~install: with@5.1.1
64244 silly lifecycle with@5.1.1~install: no script for install, continuing
64245 silly install reshape-code-gen@0.2.1 /usr/lib/node_modules/.staging/reshape-code-gen-4e6a6162
64246 info lifecycle reshape-code-gen@0.2.1~install: reshape-code-gen@0.2.1
64247 silly lifecycle reshape-code-gen@0.2.1~install: no script for install, continuing
64248 silly install reshape@0.4.1 /usr/lib/node_modules/.staging/reshape-340db0a7
64249 info lifecycle reshape@0.4.1~install: reshape@0.4.1
64250 silly lifecycle reshape@0.4.1~install: no script for install, continuing
64251 silly install reshape-loader@1.1.0 /usr/lib/node_modules/.staging/reshape-loader-f868bfb6
64252 info lifecycle reshape-loader@1.1.0~install: reshape-loader@1.1.0
64253 silly lifecycle reshape-loader@1.1.0~install: no script for install, continuing
64254 silly install wordwrap@0.0.2 /usr/lib/node_modules/.staging/wordwrap-41b8b130
64255 info lifecycle wordwrap@0.0.2~install: wordwrap@0.0.2
64256 silly lifecycle wordwrap@0.0.2~install: no script for install, continuing
64257 silly install cliui@2.1.0 /usr/lib/node_modules/.staging/cliui-95a77b97
64258 info lifecycle cliui@2.1.0~install: cliui@2.1.0
64259 silly lifecycle cliui@2.1.0~install: no script for install, continuing
64260 silly install yargs@3.10.0 /usr/lib/node_modules/.staging/yargs-c6da1063
64261 info lifecycle yargs@3.10.0~install: yargs@3.10.0
64262 silly lifecycle yargs@3.10.0~install: no script for install, continuing
64263 silly install uglify-js@2.8.29 /usr/lib/node_modules/.staging/uglify-js-34fcbd64
64264 info lifecycle uglify-js@2.8.29~install: uglify-js@2.8.29
64265 silly lifecycle uglify-js@2.8.29~install: no script for install, continuing
64266 silly install uglifyjs-webpack-plugin@0.4.6 /usr/lib/node_modules/.staging/uglifyjs-webpack-plugin-f7fbf53c
64267 info lifecycle uglifyjs-webpack-plugin@0.4.6~install: uglifyjs-webpack-plugin@0.4.6
64268 silly lifecycle uglifyjs-webpack-plugin@0.4.6~install: no script for install, continuing
